"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"1142","Reserva por capital amortizado","Reserva por capital amortizado","Liability","Credit","No","Yes",,"114B","D",
"1143","Reserva por fondo de comercio","Reserva por fondo de comercio","Liability","Credit","No","Yes",,"114B","D",
"1144","Reservas por acciones propias aceptadas en garantía","Reservas por acciones propias aceptadas en garantía","Liability","Credit","No","Yes",,"114B","D",
"115","Reservas por pérdidas y ganancias actuariales y otros ajustes","Reservas por pérdidas y ganancias actuariales y otros ajustes","Liability","Credit","No","Yes",,"P.A.1.III.2","C",
"1150","Reservas por pérdidas y ganancias actuariales y otros ajustes","Reservas por pérdidas y ganancias actuariales y otros ajustes","Liability","Credit","No","Yes",,"115","D",
"119","Diferencias por ajuste del capital a euros","Diferencias por ajuste del capital a euros","Liability","Credit","No","Yes",,"P.A.1.III.2","C",
"1190","Diferencias por ajuste del capital a euros","Diferencias por ajuste del capital a euros","Liability","Credit","No","Yes",,"119","D",
"P.A.1.IV","IV. (ACCIONES Y PARTICIPACIONES EN PATRIMONIO PROPIAS)","IV. (ACCIONES Y PARTICIPACIONES EN PATRIMONIO PROPIAS)","Liability","Credit","No","Yes",,"P.A.1","E",
"108","Acciones o participaciones propias en situaciones especiales","Acciones o participaciones propias en situaciones especiales","Liability","Credit","No","Yes",,"P.A.1.IV","C",
"1080","Acciones o participaciones propias en situaciones especiales","Acciones o participaciones propias en situaciones especiales","Liability","Credit","No","Yes",,"108","D",
"109","Acciones o participaciones propias para reducción de capital","Acciones o participaciones propias para reducción de capital","Liability","Credit","No","Yes",,"P.A.1.IV","C",
"1090","Acciones o participaciones propias para reducción de capital","Acciones o participaciones propias para reducción de capital","Liability","Credit","No","Yes",,"109","D",
"P.A.1.V","V. RESULTADOS DE EJERCICIOS ANTERIORES","V. RESULTADOS DE EJERCICIOS ANTERIORES","Liability","Credit","No","Yes",,"P.A.1","E",
"P.A.1.V.1","1. REMANENTE","1. REMANENTE","Liability","Credit","No","Yes",,"P.A.1.V","E",
"120","Remanente","Remanente","Liability","Credit","No","Yes",,"P.A.1.V.1","C",
"1200","Remanente","Remanente","Liability","Credit","No","Yes",,"120","D",
"P.A.1.V.2","2. (RESULTADOS NEGATIVOS DE EJERCICIOS ANTERIORES)","2. (RESULTADOS NEGATIVOS DE EJERCICIOS ANTERIORES)","Liability","Credit","No","Yes",,"P.A.1.V","E",
"121","Resultados negativos de ejercicios anteriores","Resultados negativos de ejercicios anteriores","Liability","Credit","No","Yes",,"P.A.1.V.2","C",
"1210","Resultados negativos de ejercicios anteriores","Resultados negativos de ejercicios anteriores","Liability","Credit","No","Yes",,"121","D",
"P.A.1.VI","VI. OTRAS APORTACIONES DE SOCIOS","VI. OTRAS APORTACIONES DE SOCIOS","Liability","Credit","No","Yes",,"P.A.1","E",
"118","Aportaciones de socios o propietarios","Aportaciones de socios o propietarios","Liability","Credit","No","Yes",,"P.A.1.VI","C",
"1180","Aportaciones de socios o propietarios","Aportaciones de socios o propietarios","Liability","Credit","No","Yes",,"118","D",
"P.A.1.VII","VII. RESULTADOS DEL EJERCICIO","VII. RESULTADOS DEL EJERCICIO","Liability","Credit","No","Yes",,"P.A.1","E",
"129","Resultado del ejercicio","Resultado del ejercicio","Liability","Credit","No","Yes",,"P.A.1.VII","C",
"1290","Resultado del ejercicio","Resultado del ejercicio","Liability","Credit","No","Yes",,"129","D",
"P.A.1.VIII","VIII. (DIVIDENDO A CUENTA)","VIII. (DIVIDENDO A CUENTA)","Liability","Credit","No","Yes",,"P.A.1","E",
"557","Dividendo activo a cuenta","Dividendo activo a cuenta","Liability","Credit","No","Yes",,"P.A.1.VIII","C",
"5570","Dividendo activo a cuenta","Dividendo activo a cuenta","Liability","Credit","No","Yes",,"557","D",
"P.A.1.IX","IX. OTROS INSTRUMENTOS DE PATRIMONIO NETO","IX. OTROS INSTRUMENTOS DE PATRIMONIO NETO","Liability","Credit","No","Yes",,"P.A.1","E",
"111","Otros instrumentos de patrimonio neto","Otros instrumentos de patrimonio neto","Liability","Credit","No","Yes",,"P.A.1.IX","C",
"1110","Patrimonio neto por emisión de instrumentos financieros compuestos","Patrimonio neto por emisión de instrumentos financieros compuestos","Liability","Credit","No","Yes",,"111","D",
"1111","Resto de instrumentos de patrimonio neto","Resto de instrumentos de patrimonio neto","Liability","Credit","No","Yes",,"111","D",
"P.A.2","A-2) AJUSTES POR CAMBIOS DE VALOR","A-2) AJUSTES POR CAMBIOS DE VALOR","Liability","Credit","No","Yes",,"P.A","E",
"P.A.2.I","I. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA","I. ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA","Liability","Credit","No","Yes",,"P.A.2","E",
"133","Ajustes por valoración en activos financieros disponibles para la venta","Ajustes por valoración en activos financieros disponibles para la venta","Liability","Credit","No","Yes",,"P.A.2.I","C",
"1330","Ajustes por valoración en activos financieros disponibles para la venta","Ajustes por valoración en activos financieros disponibles para la venta","Liability","Credit","No","Yes",,"133","D",
"P.A.2.II","II. OPERACIONES DE COBERTURA","II. OPERACIONES DE COBERTURA","Liability","Credit","No","Yes",,"P.A.2","E",
"134","Operaciones de cobertura","Operaciones de cobertura","Liability","Credit","No","Yes",,"P.A.2.II","C",
"1340","Cobertura de flujos de efectivo","Cobertura de flujos de efectivo","Liability","Credit","No","Yes",,"134","D",
"P.A.2.III","III. OTROS","III. OTROS","Liability","Credit","No","Yes",,"P.A.2","E",
"137","Ingresos fiscales a distribuir en varios ejercicios","Ingresos fiscales a distribuir en varios ejercicios","Liability","Credit","No","Yes",,"P.A.2.III","C",
"1370","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Ingresos fiscales por diferencias permanentes a distribuir en varios ejercicios","Liability","Credit","No","Yes",,"137","D",
"1371","Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios","Ingresos fiscales por deducciones y bonificaciones a distribuir en varios ejercicios","Liability","Credit","No","Yes",,"137","D",
"P.A.3","A-3) SUBVENCIONES. DONACIONES Y LEGADOS RECIBIDOS","A-3) SUBVENCIONES. DONACIONES Y LEGADOS RECIBIDOS","Liability","Credit","No","Yes",,"P.A","E",
"130","Subvenciones oficiales de capital","Subvenciones oficiales de capital","Liability","Credit","No","Yes",,"P.A.3","C",
"1300","Subvenciones oficiales de capital","Subvenciones oficiales de capital","Liability","Credit","No","Yes",,"130","D",
"131","Donaciones y legados de capital","Donaciones y legados de capital","Liability","Credit","No","Yes",,"P.A.3","C",
"1310","Donaciones y legados de capital","Donaciones y legados de capital","Liability","Credit","No","Yes",,"131","D",
"132","Otras subvenciones. donaciones y legados","Otras subvenciones. donaciones y legados","Liability","Credit","No","Yes",,"P.A.3","C",
"1320","Otras subvenciones. donaciones y legados","Otras subvenciones. donaciones y legados","Liability","Credit","No","Yes",,"132","D",
"P.B","B) PASIVO NO CORRIENTE","B) PASIVO NO CORRIENTE","Liability","Credit","No","Yes",,"P","E",
"P.B.I","I. PROVISIONES A LARGO PLAZO","I. PROVISIONES A LARGO PLAZO","Liability","Credit","No","Yes",,"P.B","E",
"P.B.I.1","1. OBLIGACIONES POR PRESTACIONES A LARGO PLAZO AL PERSONAL","1. OBLIGACIONES POR PRESTACIONES A LARGO PLAZO AL PERSONAL","Liability","Credit","No","Yes",,"P.B.I","E",
"140","Provisión por retribuciones a largo plazo al personal","Provisión por retribuciones a largo plazo al personal","Liability","Credit","No","Yes",,"P.B.I.1","C",
"1400","Provisión por retribuciones a largo plazo al personal","Provisión por retribuciones a largo plazo al personal","Liability","Credit","No","Yes",,"140","D",
"P.B.I.2","2. ACTUACIONES MEDIOAMBIENTALES","2. ACTUACIONES MEDIOAMBIENTALES","Liability","Credit","No","Yes",,"P.B.I","E",
"145","Provisión para actuaciones medioambientales","Provisión para actuaciones medioambientales","Liability","Credit","No","Yes",,"P.B.I.2","C",
"1450","Provisión para actuaciones medioambientales","Provisión para actuaciones medioambientales","Liability","Credit","No","Yes",,"145","D",
"P.B.I.3","3. PROVISIONES POR REESTRUCTURACION","3. PROVISIONES POR REESTRUCTURACION","Liability","Credit","No","Yes",,"P.B.I","E",
"146","Provisión para reestructuraciones","Provisión para reestructuraciones","Liability","Credit","No","Yes",,"P.B.I.3","C",
"1460","Provisión para reestructuraciones","Provisión para reestructuraciones","Liability","Credit","No","Yes",,"146","D",
"P.B.I.4","4. OTRAS PROVISIONES","4. OTRAS PROVISIONES","Liability","Credit","No","Yes",,"P.B.I","E",
"141","Provisión para impuestos","Provisión para impuestos","Liability","Credit","No","Yes",,"P.B.I.4","C",
"1410","Provisión para impuestos","Provisión para impuestos","Liability","Credit","No","Yes",,"141","D",
"142","Provisión para otras responsabilidades","Provisión para otras responsabilidades","Liability","Credit","No","Yes",,"P.B.I.4","C",
"1420","Provisión para otras responsabilidades","Provisión para otras responsabilidades","Liability","Credit","No","Yes",,"142","D",
"143","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Liability","Credit","No","Yes",,"P.B.I.4","C",
"1430","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Provisión por desmantelamiento. retiro o rehabilitación del inmovilizado","Liability","Credit","No","Yes",,"143","D",
"147","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Liability","Credit","No","Yes",,"P.B.I.4","C",
"1470","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Provisión por transacciones con pagos basados en instrumentos de patrimonio","Liability","Credit","No","Yes",,"147","D",
"P.B.II","II. DEUDAS A LARGO PLAZO","II. DEUDAS A LARGO PLAZO","Liability","Credit","No","Yes",,"P.B","E",
"P.B.II.1","1. OBLIGACIONES Y OTROS VALORES PERSONALES","1. OBLIGACIONES Y OTROS VALORES PERSONALES","Liability","Credit","No","Yes",,"P.B.II","E",
"177","Obligaciones y bonos","Obligaciones y bonos","Liability","Credit","No","Yes",,"P.B.II.1","C",
"1770","Obligaciones y bonos","Obligaciones y bonos","Liability","Credit","No","Yes",,"177","D",
"178","Obligaciones y bonos convertibles","Obligaciones y bonos convertibles","Liability","Credit","No","Yes",,"P.B.II.1","C",
"1780","Obligaciones y bonos convertibles","Obligaciones y bonos convertibles","Liability","Credit","No","Yes",,"178","D",
"179","Deudas representadas en otros valores negociables","Deudas representadas en otros valores negociables","Liability","Credit","No","Yes",,"P.B.II.1","C",
"1790","Deudas representadas en otros valores negociables","Deudas representadas en otros valores negociables","Liability","Credit","No","Yes",,"179","D",
"P.B.II.2","2. DEUDAS CON ENTIDADES DE CREDITO","2. DEUDAS CON ENTIDADES DE CREDITO","Liability","Credit","No","Yes",,"P.B.II","E",
"160A","Deudas a largo plazo con entidades de crédito vinculadas","Deudas a largo plazo con entidades de crédito vinculadas","Liability","Credit","No","Yes",,"P.B.II.2","C",
"1605","Deudas a largo plazo con otras entidades de crédito vinculadas","Deudas a largo plazo con otras entidades de crédito vinculadas","Liability","Credit","No","Yes",,"160A","D",
"170","Deudas a largo plazo con entidades de crédito","Deudas a largo plazo con entidades de crédito","Liability","Credit","No","Yes",,"P.B.II.2","C",
"1700","Deudas a largo plazo con entidades de crédito","Deudas a largo plazo con entidades de crédito","Liability","Credit","No","Yes",,"170","D",
"P.B.II.3","3. ACREEDORES POR ARRENDAMIENTO FINANCIERO","3. ACREEDORES POR ARRENDAMIENTO FINANCIERO","Liability","Credit","No","Yes",,"P.B.II","E",
"162A","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.B.II.3","C",
"1625","Acreedores por arrendamiento financiero a largo plazo. otras partes vinculadas","Acreedores por arrendamiento financiero a largo plazo. otras partes vinculadas","Liability","Credit","No","Yes",,"162A","D",
"174","Acreedores por arrendamiento financiero a largo plazo","Acreedores por arrendamiento financiero a largo plazo","Liability","Credit","No","Yes",,"P.B.II.3","C",
"1740","Acreedores por arrendamiento financiero a largo plazo","Acreedores por arrendamiento financiero a largo plazo","Liability","Credit","No","Yes",,"174","D",
"P.B.II.4","4. DERIVADOS","4. DERIVADOS","Liability","Credit","No","Yes",,"P.B.II","E",
"176","Pasivos por derivados financieros a largo plazo","Pasivos por derivados financieros a largo plazo","Liability","Credit","No","Yes",,"P.B.II.4","C",
"1760","Pasivos por derivados financieros a largo plazo","Pasivos por derivados financieros a largo plazo","Liability","Credit","No","Yes",,"176","D",
"1765","Pasivos por derivados financieros a largo plazo. cartera de negociación","Pasivos por derivados financieros a largo plazo. cartera de negociación","Liability","Credit","No","Yes",,"176","D",
"1768","Pasivos por derivados financieros a largo plazo. instrumentos de cobertura","Pasivos por derivados financieros a largo plazo. instrumentos de cobertura","Liability","Credit","No","Yes",,"176","D",
"P.B.II.5","5. OTROS PASIVOS FINANCIEROS","5. OTROS PASIVOS FINANCIEROS","Liability","Credit","No","Yes",,"P.B.II","E",
"161A","Proveedores de inmovilizado a largo plazo, partes vinculadas","Proveedores de inmovilizado a largo plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1615","Proveedores de inmovilizado a largo plazo. otras partes vinculadas","Proveedores de inmovilizado a largo plazo. otras partes vinculadas","Liability","Credit","No","Yes",,"161A","D",
"163A","Otras deudas a largo plazo con partes vinculadas","Otras deudas a largo plazo con partes vinculadas","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1635","Otras deudas a largo plazo. con otras partes vinculadas","Otras deudas a largo plazo. con otras partes vinculadas","Liability","Credit","No","Yes",,"163A","D",
"171","Deudas a largo plazo","Deudas a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1710","Deudas a largo plazo","Deudas a largo plazo","Liability","Credit","No","Yes",,"171","D",
"172","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1720","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Deudas a largo plazo transformables en subvenciones.donaciones y legados","Liability","Credit","No","Yes",,"172","D",
"173","Proveedores de inmovilizado a largo plazo","Proveedores de inmovilizado a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1730","Proveedores de inmovilizado a largo plazo","Proveedores de inmovilizado a largo plazo","Liability","Credit","No","Yes",,"173","D",
"175","Efectos a pagar a largo plazo","Efectos a pagar a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1750","Efectos a pagar a largo plazo","Efectos a pagar a largo plazo","Liability","Credit","No","Yes",,"175","D",
"180","Fianzas recibidas a largo plazo","Fianzas recibidas a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1800","Fianzas recibidas a largo plazo","Fianzas recibidas a largo plazo","Liability","Credit","No","Yes",,"180","D",
"185","Depósitos recibidos a largo plazo","Depósitos recibidos a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1850","Depósitos recibidos a largo plazo","Depósitos recibidos a largo plazo","Liability","Credit","No","Yes",,"185","D",
"189","Garantías financieras a largo plazo","Garantías financieras a largo plazo","Liability","Credit","No","Yes",,"P.B.II.5","C",
"1890","Garantías financieras a largo plazo","Garantías financieras a largo plazo","Liability","Credit","No","Yes",,"189","D",
"P.B.III","III. DEUDAS CON EMPRESAS DEL GRUPO Y ASOCIADAS A LARGO PLAZO","III. DEUDAS CON EMPRESAS DEL GRUPO Y ASOCIADAS A LARGO PLAZO","Liability","Credit","No","Yes",,"P.B","E",
"160B","Deudas a largo plazo con entidades de crédito vinculadas","Deudas a largo plazo con entidades de crédito vinculadas","Liability","Credit","No","Yes",,"P.B.III","C",
"1603","Deudas a largo plazo con entidades de crédito. empresas del grupo","Deudas a largo plazo con entidades de crédito. empresas del grupo","Liability","Credit","No","Yes",,"160B","D",
"1604","Deudas a largo plazo con entidades de crédito. empresas asociadas","Deudas a largo plazo con entidades de crédito. empresas asociadas","Liability","Credit","No","Yes",,"160B","D",
"161B","Proveedores de inmovilizado a largo plazo, partes vinculadas","Proveedores de inmovilizado a largo plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.B.III","C",
"1613","Proveedores de inmovilizado a largo plazo. empresas del grupo","Proveedores de inmovilizado a largo plazo. empresas del grupo","Liability","Credit","No","Yes",,"161B","D",
"1614","Proveedores de inmovilizado a largo plazo. empresas asociadas","Proveedores de inmovilizado a largo plazo. empresas asociadas","Liability","Credit","No","Yes",,"161B","D",
"162B","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Acreedores por arrendamiento financiero a largo plazo, partes vinculadas","Liability","Credit","No","Yes",,"P.B.III","C",
"1623","Acreedores por arrendamiento financiero a largo plazo. empresas de grupo","Acreedores por arrendamiento financiero a largo plazo. empresas de grupo","Liability","Credit","No","Yes",,"162B","D",
"1624","Acreedores por arrendamiento financiero a largo plazo. empresas asociadas","Acreedores por arrendamiento financiero a largo plazo. empresas asociadas","Liability","Credit","No","Yes",,"162B","D",
"163B","Otras deudas a largo plazo con partes vinculadas","Otras deudas a largo plazo con partes vinculadas","Liability","Credit","No","Yes",,"P.B.III","C",
"1633","Otras deudas a largo plazo. empresas del grupo","Otras deudas a largo plazo. empresas del grupo","Liability","Credit","No","Yes",,"163B","D",
"1634","Otras deudas a largo plazo. empresas asociadas","Otras deudas a largo plazo. empresas asociadas","Liability","Credit","No","Yes",,"163B","D",
"P.B.IV","IV. PASIVOS POR IMPUESTOS DIFERIDOS","IV. PASIVOS POR IMPUESTOS DIFERIDOS","Liability","Credit","No","Yes",,"P.B","E",
"479","Pasivos por diferencias temporarias imponibles","Pasivos por diferencias temporarias imponibles","Liability","Credit","No","Yes",,"P.B.IV","C",
"4790","Pasivos por diferencias temporarias imponibles","Pasivos por diferencias temporarias imponibles","Liability","Credit","No","Yes",,"479","D",
"P.B.V","V. PERIODIFICACIONES A LARGO PLAZO","V. PERIODIFICACIONES A LARGO PLAZO","Liability","Credit","No","Yes",,"P.B","E",
"181","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Liability","Credit","No","Yes",,"P.B.V","C",
"1810","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Anticipos recibidos por ventas o prestaciones de servicios a largo plazo","Liability","Credit","No","Yes",,"181","D",
"P.C","C) PASIVO CORRIENTE","C) PASIVO CORRIENTE","Liability","Credit","No","Yes",,"P","E",
"P.C.I","I. PASIVOS VINCULADOS CON ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA","I. PASIVOS VINCULADOS CON ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA","Liability","Credit","No","Yes",,"P.C","E",
"585","Provisiones","Provisiones","Liability","Credit","No","Yes",,"P.C.I","C",
"5850","Provisiones","Provisiones","Liability","Credit","No","Yes",,"585","D",
"586","Deudas con características especiales","Deudas con características especiales","Liability","Credit","No","Yes",,"P.C.I","C",
"5860","Deudas con características especiales","Deudas con características especiales","Liability","Credit","No","Yes",,"586","D",
"587","Deudas con personas y entidades vinculadas","Deudas con personas y entidades vinculadas","Liability","Credit","No","Yes",,"P.C.I","C",
"5870","Deudas con personas y entidades vinculadas","Deudas con personas y entidades vinculadas","Liability","Credit","No","Yes",,"587","D",
"588","Acreedores comerciales y otras cuentas a pagar","Acreedores comerciales y otras cuentas a pagar","Liability","Credit","No","Yes",,"P.C.I","C",
"5880","Acreedores comerciales y otras cuentas a pagar","Acreedores comerciales y otras cuentas a pagar","Liability","Credit","No","Yes",,"588","D",
"589","Otros pasivos","Otros pasivos","Liability","Credit","No","Yes",,"P.C.I","C",
"5890","Otros pasivos","Otros pasivos","Liability","Credit","No","Yes",,"589","D",
"P.C.II","II. PROVISIONES A CORTO PLAZO","II. PROVISIONES A CORTO PLAZO","Liability","Credit","No","Yes",,"P.C","E",
"499","Provisiones por operaciones comerciales","Provisiones por operaciones comerciales","Liability","Credit","No","Yes",,"P.C.II","C",
"4990","Provisiones por operaciones comerciales","Provisiones por operaciones comerciales","Liability","Credit","No","Yes",,"499","D",
"4994","Provisión por contratos onerosos","Provisión por contratos onerosos","Liability","Credit","No","Yes",,"499","D",
"4999","Provisión para otras operaciones comerciales","Provisión para otras operaciones comerciales","Liability","Credit","No","Yes",,"499","D",
"529","Provisiones a corto plazo","Provisiones a corto plazo","Liability","Credit","No","Yes",,"P.C.II","C",
"5290","Provisión a corto plazo por retribuciones al personal","Provisión a corto plazo por retribuciones al personal","Liability","Credit","No","Yes",,"529","D",
"5291","Provisión a corto plazo para impuestos","Provisión a corto plazo para impuestos","Liability","Credit","No","Yes",,"529","D",
"5292","Provisión a corto plazo para otras responsabilidades","Provisión a corto plazo para otras responsabilidades","Liability","Credit","No","Yes",,"529","D",
"5293","Provisión a corto plazo por desmantelamiento.retiro o rehabilitación del inmovilizado","Provisión a corto plazo por desmantelamiento.retiro o rehabilitación del inmovilizado","Liability","Credit","No","Yes",,"529","D",
"5295","Provisión a corto plazo para actuaciones medioambientales","Provisión a corto plazo para actuaciones medioambientales","Liability","Credit","No","Yes",,"529","D",
"5296","Provisión a corto plazo para reestructuraciones","Provisión a corto plazo para reestructuraciones","Liability","Credit","No","Yes",,"529","D",
"5297","Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio","Provisión a corto plazo por transacciones con pagos basados en instrumentos de patrimonio","Liability","Credit","No","Yes",,"529","D",
"P.C.III","III. DEUDAS A CORTO PLAZO","III. DEUDAS A CORTO PLAZO","Liability","Credit","No","Yes",,"P.C","E",
"P.C.III.1","1. OBLIGACIONES Y OTROS VALORES NEGOCIABLES","1. OBLIGACIONES Y OTROS VALORES NEGOCIABLES","Liability","Credit","No","Yes",,"P.C.III","E",
"500","Obligaciones y bonos a corto plazo","Obligaciones y bonos a corto plazo","Liability","Credit","No","Yes",,"P.C.III.1","C",
"5000","Obligaciones y bonos a corto plazo","Obligaciones y bonos a corto plazo","Liability","Credit","No","Yes",,"500","D",
"501","Obligaciones y bonos convertibles a corto plazo","Obligaciones y bonos convertibles a corto plazo","Liability","Credit","No","Yes",,"P.C.III.1","C",
"5010","Obligaciones y bonos convertibles a corto plazo","Obligaciones y bonos convertibles a corto plazo","Liability","Credit","No","Yes",,"501","D",
"505","Deudas representadas en otros valores ne gociables a corto plazo","Deudas representadas en otros valores ne gociables a corto plazo","Liability","Credit","No","Yes",,"P.C.III.1","C",
"5050","Deudas representadas en otros valores ne gociables a corto plazo","Deudas representadas en otros valores ne gociables a corto plazo","Liability","Credit","No","Yes",,"505","D",
"506","Intereses a corto plazo de empréstitos y otras emisiones análogas","Intereses a corto plazo de empréstitos y otras emisiones análogas","Liability","Credit","No","Yes",,"P.C.III.1","C",
"5060","Intereses a corto plazo de empréstitos y otras emisiones análogas","Intereses a corto plazo de empréstitos y otras emisiones análogas","Liability","Credit","No","Yes",,"506","D",
"P.C.III.2","2. DEUDAS CON ENTIDADES DE CREDITO","2. DEUDAS CON ENTIDADES DE CREDITO","Liability","Credit","No","Yes",,"P.C.III","E",
"510A","Deudas a corto plazo con entidades de crédito vinculadas","Deudas a corto plazo con entidades de crédito vinculadas","Liability","Credit","No","Yes",,"P.C.III.2","C",
"5105","Deudas a corto plazo con otras entidades de crédito vinculadas","Deudas a corto plazo con otras entidades de crédito vinculadas","Liability","Credit","No","Yes",,"510A","D",
"520","Deudas a corto plazo con entidades de crédito","Deudas a corto plazo con entidades de crédito","Liability","Credit","No","Yes",,"P.C.III.2","C",
"5200","Préstamos a corto plazo de entidades de crédito","Préstamos a corto plazo de entidades de crédito","Liability","Credit","No","Yes",,"520","D",
"5201","Deudas a corto plazo por crédito dispuesto","Deudas a corto plazo por crédito dispuesto","Liability","Credit","No","Yes",,"520","D",
"5208","Deudas por efectos descontados","Deudas por efectos descontados","Liability","Credit","No","Yes",,"520","D",
"5209","Deudas por operaciones de “factoring","Deudas por operaciones de “factoring","Liability","Credit","No","Yes",,"520","D",
"527","Intereses a corto plazo de deudas con entidades de crédito","Intereses a corto plazo de deudas con entidades de crédito","Liability","Credit","No","Yes",,"P.C.III.2","C",
"5270","Intereses a corto plazo de deudas con entidades de crédito","Intereses a corto plazo de deudas con entidades de crédito","Liability","Credit","No","Yes",,"527","D",
"P.C.III.3","3. ACREEDORES POR ARRENDAMIENTO FINANCIERO","3. ACREEDORES POR ARRENDAMIENTO FINANCIERO","Liability","Credit","No","Yes",,"P.C.III","E",
"512A","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Acreedores por arrendamiento financiero a corto plazo, partes vinculadas.","Liability","Credit","No","Yes",,"P.C.III.3","C",
"5125","Acreedores por arrendamiento financiero a corto plazo. otras partes vinculadas","Acreedores por arrendamiento financiero a corto plazo. otras partes vinculadas","Liability","Credit","No","Yes",,"512A","D",
"524","Acreedores por arrendamiento financiero a corto plazo","Acreedores por arrendamiento financiero a corto plazo","Liability","Credit","No","Yes",,"P.C.III.3","C",
"5240","Acreedores por arrendamiento financiero a corto plazo","Acreedores por arrendamiento financiero a corto plazo","Liability","Credit","No","Yes",,"524","D",
"P.C.III.4","4. DERIVADOS","4. DERIVADOS","Liability","Credit","No","Yes",,"P.C.III","E",
"559B","Derivados financieros a corto plazo","Derivados financieros a corto plazo","Liability","Credit","No","Yes",,"P.C.III.4","C",
"5595","Pasivos por derivados financieros a corto plazo. cartera de negociación","Pasivos por derivados financieros a corto plazo. cartera de negociación","Liability","Credit","No","Yes",,"559B","D",
"5598","Pasivos por derivados financieros a corto plazo. instrumentos de cobertura","Pasivos por derivados financieros a corto plazo. instrumentos de cobertura","Liability","Credit","No","Yes",,"559B","D",
"P.C.III.5","5. OTROS PASIVOS FINANCIEROS","5. OTROS PASIVOS FINANCIEROS","Liability","Credit","No","Yes",,"P.C.III","E",
"103B","Socios por desembolsos no exigidos","Socios por desembolsos no exigidos","Liability","Credit","No","Yes",,"P.C.III.5","C",
"1034","Socios por desembolsos no exigidos.capital pendiente de inscripción","Socios por desembolsos no exigidos.capital pendiente de inscripción","Liability","Credit","No","Yes",,"103B","D",
"104B","Socios por aportaciones no dinerarias pendientes","Socios por aportaciones no dinerarias pendientes","Liability","Credit","No","Yes",,"P.C.III.5","C",
"1044","Socios por aportaciones no dinerarias pendientes. capital pendiente de inscripción","Socios por aportaciones no dinerarias pendientes. capital pendiente de inscripción","Liability","Credit","No","Yes",,"104B","D",
"190","Acciones o participaciones emitidas","Acciones o participaciones emitidas","Liability","Credit","No","Yes",,"P.C.III.5","C",
"1900","Acciones o participaciones emitidas","Acciones o participaciones emitidas","Liability","Credit","No","Yes",,"190","D",
"192","Suscriptores de acciones","Suscriptores de acciones","Liability","Credit","No","Yes",,"P.C.III.5","C",
"1920","Suscriptores de acciones","Suscriptores de acciones","Liability","Credit","No","Yes",,"192","D",
"194","Capital emitido pendiente de inscripción","Capital emitido pendiente de inscripción","Liability","Credit","No","Yes",,"P.C.III.5","C",
"1940","Capital emitido pendiente de inscripción","Capital emitido pendiente de inscripción","Liability","Credit","No","Yes",,"194","D",
"509","Valores negociables amortizados","Valores negociables amortizados","Liability","Credit","No","Yes",,"P.C.III.5","C",
"5090","Obligaciones y bonos amortizados","Obligaciones y bonos amortizados","Liability","Credit","No","Yes",,"509","D",
"5091","Obligaciones y bonos convertibles amortizados","Obligaciones y bonos convertibles amortizados","Liability","Credit","No","Yes",,"509","D",
"5095","Otros valores negociables amortizados","Otros valores negociables amortizados","Liability","Credit","No","Yes",,"509","D",
