"[Account_Value]","[Account_Name]","[Account_Description]","[Account_Type]","[Account_Sign]","[Account_Document]","[Account_Summary]","[Default_Account]","[Account_Parent]","Nivel","Operands"
"731","Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material","Revenue","C","No","Yes",,"P.G.A.3","C",
"7310","Trabajos realizados para el inmovilizado material","Trabajos realizados para el inmovilizado material","Revenue","C","No","Yes",,"731","D",
"732","Trabajos realizados en inversiones inmobiliarias","Trabajos realizados en inversiones inmobiliarias","Revenue","C","No","Yes",,"P.G.A.3","C",
"7320","Trabajos realizados en inversiones inmobiliarias","Trabajos realizados en inversiones inmobiliarias","Revenue","C","No","Yes",,"732","D",
"733","Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso","Revenue","C","No","Yes",,"P.G.A.3","C",
"7330","Trabajos realizados para el inmovilizado material en curso","Trabajos realizados para el inmovilizado material en curso","Revenue","C","No","Yes",,"733","D",
"P.G.A.4","4. APROVISIONAMIENTOS","4. APROVISIONAMIENTOS","Expense","C","No","Yes",,"P.G.A","E",
"P.G.A.4.A","A) CONSUMO DE MERCADERIAS","A) CONSUMO DE MERCADERIAS","Expense","C","No","Yes",,"P.G.A.4","E",
"600","Compras de mercaderías","Compras de mercaderías","Expense","C","No","Yes",,"P.G.A.4.A","C",
"6000","Compras de mercaderías","Compras de mercaderías","Expense","C","No","Yes",,"600","D",
"606A","Descuentos sobre compras por pronto pago","Descuentos sobre compras por pronto pago","Expense","C","No","Yes",,"P.G.A.4.A","C",
"6060","Descuentos sobre compras por pronto pago de mercaderías","Descuentos sobre compras por pronto pago de mercaderías","Expense","C","No","Yes",,"606A","D",
"608A","Devoluciones de compras y operaciones similares","Devoluciones de compras y operaciones similares","Expense","C","No","Yes",,"P.G.A.4.A","C",
"6080","Devoluciones de compras de mercaderías","Devoluciones de compras de mercaderías","Expense","C","No","Yes",,"608A","D",
"609A","“Rappels” por compras","“Rappels” por compras","Expense","C","No","Yes",,"P.G.A.4.A","C",
"6090","“Rappels” por compras de mercaderías","“Rappels” por compras de mercaderías","Expense","C","No","Yes",,"609A","D",
"610","Variación de existencias de mercaderías","Variación de existencias de mercaderías","Expense","C","No","Yes",,"P.G.A.4.A","C",
"6100","Variación de existencias de mercaderías","Variación de existencias de mercaderías","Expense","C","No","Yes",,"610","D",
"P.G.A.4.B","B) CONSUMO DE MATERIAS PRIMAS Y OTROS MATERIALES CONSUMIBLES","B) CONSUMO DE MATERIAS PRIMAS Y OTROS MATERIALES CONSUMIBLES","Expense","C","No","Yes",,"P.G.A.4","E",
"601","Compras de materias primas","Compras de materias primas","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6010","Compras de materias primas","Compras de materias primas","Expense","C","No","Yes",,"601","D",
"602","Compras de otros aprovisionamientos","Compras de otros aprovisionamientos","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6020","Compras de otros aprovisionamientos","Compras de otros aprovisionamientos","Expense","C","No","Yes",,"602","D",
"606B","Descuentos sobre compras por pronto pago","Descuentos sobre compras por pronto pago","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6061","Descuentos sobre compras por pronto pago de materias primas","Descuentos sobre compras por pronto pago de materias primas","Expense","C","No","Yes",,"606B","D",
"6062","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Descuentos sobre compras por pronto pago de otros aprovisionamientos","Expense","C","No","Yes",,"606B","D",
"608B","Devoluciones de compras y operaciones similares","Devoluciones de compras y operaciones similares","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6081","Devoluciones de compras de materias primas","Devoluciones de compras de materias primas","Expense","C","No","Yes",,"608B","D",
"6082","Devoluciones de compras de otros aprovisionamientos","Devoluciones de compras de otros aprovisionamientos","Expense","C","No","Yes",,"608B","D",
"609B","“Rappels” por compras","“Rappels” por compras","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6091","“Rappels” por compras de materias primas","“Rappels” por compras de materias primas","Expense","C","No","Yes",,"609B","D",
"6092","“Rappels” por compras de otros aprovisionamientos","“Rappels” por compras de otros aprovisionamientos","Expense","C","No","Yes",,"609B","D",
"611","Variación de existencias de materias primas","Variación de existencias de materias primas","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6110","Variación de existencias de materias primas","Variación de existencias de materias primas","Expense","C","No","Yes",,"611","D",
"612","Variación de existencias de otros aprovisionamientos","Variación de existencias de otros aprovisionamientos","Expense","C","No","Yes",,"P.G.A.4.B","C",
"6120","Variación de existencias de otros aprovisionamientos","Variación de existencias de otros aprovisionamientos","Expense","C","No","Yes",,"612","D",
"P.G.A.4.C","C) TRABAJOS REALIZADOS POR OTRAS EMPRESAS","C) TRABAJOS REALIZADOS POR OTRAS EMPRESAS","Expense","C","No","Yes",,"P.G.A.4","E",
"607","Trabajos realizados por otras empresas","Trabajos realizados por otras empresas","Expense","C","No","Yes",,"P.G.A.4.C","C",
"6070","Trabajos realizados por otras empresas","Trabajos realizados por otras empresas","Expense","C","No","Yes",,"607","D",
"P.G.A.4.D","D) DETERIORO DE MERCADERIAS. MATERIAS PRIMAS Y OTROS APROVISIONAMIENTOS","D) DETERIORO DE MERCADERIAS. MATERIAS PRIMAS Y OTROS APROVISIONAMIENTOS","Expense","C","No","Yes",,"P.G.A.4","E",
"693B","Pérdidas por deterioro de existencias","Pérdidas por deterioro de existencias","Expense","C","No","Yes",,"P.G.A.4.D","C",
"6931","Pérdidas por deterioro de mercaderías","Pérdidas por deterioro de mercaderías","Expense","C","No","Yes",,"693B","D",
"6932","Pérdidas por deterioro de materias primas","Pérdidas por deterioro de materias primas","Expense","C","No","Yes",,"693B","D",
"6933","Pérdidas por deterioro de otros aprovisionamientos","Pérdidas por deterioro de otros aprovisionamientos","Expense","C","No","Yes",,"693B","D",
"793B","Reversión del deterioro de existencias","Reversión del deterioro de existencias","Revenue","C","No","Yes",,"P.G.A.4.D","C",
"7931","Reversión del deterioro de mercaderías","Reversión del deterioro de mercaderías","Revenue","C","No","Yes",,"793B","D",
"7932","Reversión del deterioro de materias primas","Reversión del deterioro de materias primas","Revenue","C","No","Yes",,"793B","D",
"7933","Reversión del deterioro de otros aprovisionamientos","Reversión del deterioro de otros aprovisionamientos","Revenue","C","No","Yes",,"793B","D",
"P.G.A.5","5. OTROS INGRESOS DE EXPLOTACION","5. OTROS INGRESOS DE EXPLOTACION","Revenue","C","No","Yes",,"P.G.A","E",
"P.G.A.5.A","A) INGRESOS ACCESORIOS Y OTROS DE GESTION CORRIENTE","A) INGRESOS ACCESORIOS Y OTROS DE GESTION CORRIENTE","Revenue","C","No","Yes",,"P.G.A.5","E",
"751","Resultados de operaciones en común","Resultados de operaciones en común","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7510","Pérdida transferida (gestor)","Pérdida transferida (gestor)","Revenue","C","No","Yes",,"751","D",
"7511","Beneficio atribuido (partícipe o asociado no gestor)","Beneficio atribuido (partícipe o asociado no gestor)","Revenue","C","No","Yes",,"751","D",
"752","Ingresos por arrendamientos","Ingresos por arrendamientos","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7520","Ingresos por arrendamientos","Ingresos por arrendamientos","Revenue","C","No","Yes",,"752","D",
"753","Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7530","Ingresos de propiedad industrial cedida en explotación","Ingresos de propiedad industrial cedida en explotación","Revenue","C","No","Yes",,"753","D",
"754","Ingresos por comisiones","Ingresos por comisiones","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7540","Ingresos por comisiones","Ingresos por comisiones","Revenue","C","No","Yes",,"754","D",
"755","Ingresos por servicios al personal","Ingresos por servicios al personal","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7550","Ingresos por servicios al personal","Ingresos por servicios al personal","Revenue","C","No","Yes",,"755","D",
"759","Ingresos por servicios diversos","Ingresos por servicios diversos","Revenue","C","No","Yes",,"P.G.A.5.A","C",
"7590","Ingresos por servicios diversos","Ingresos por servicios diversos","Revenue","C","No","Yes",,"759","D",
"P.G.A.5.B","B) SUBVENCIONES DE EXPLOTACION INCORPORADAS AL RESULTADO DEL EJERCICIO","B) SUBVENCIONES DE EXPLOTACION INCORPORADAS AL RESULTADO DEL EJERCICIO","Revenue","C","No","Yes",,"P.G.A.5","E",
"740","Subvenciones. donaciones y legados a la explotación","Subvenciones. donaciones y legados a la explotación","Revenue","C","No","Yes",,"P.G.A.5.B","C",
"7400","Subvenciones. donaciones y legados a la explotación","Subvenciones. donaciones y legados a la explotación","Revenue","C","No","Yes",,"740","D",
"747","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Revenue","C","No","Yes",,"P.G.A.5.B","C",
"7470","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Otras subvenciones. donaciones y legados transferidos al resultado del ejercicio","Revenue","C","No","Yes",,"747","D",
"P.G.A.5.C","C) INGRESOS EXCEPCIONALES","C) INGRESOS EXCEPCIONALES","Revenue","C","No","Yes",,"P.G.A.5","E",
"778","Ingresos excepcionales","Ingresos excepcionales","Revenue","C","No","Yes",,"P.G.A.5.C","C",
"7780","Ingresos excepcionales","Ingresos excepcionales","Revenue","C","No","Yes",,"778","D",
"P.G.A.6","6. GASTOS DE PERSONAL","6. GASTOS DE PERSONAL","Revenue","C","No","Yes",,"P.G.A","E",
"P.G.A.6.A","A) SUELDOS. SALARIOS Y ASIMILADOS","A) SUELDOS. SALARIOS Y ASIMILADOS","Revenue","C","No","Yes",,"P.G.A.6","E",
"640","Sueldos y salarios","Sueldos y salarios","Expense","C","No","Yes",,"P.G.A.6.A","C",
"6400","Sueldos y salarios","Sueldos y salarios","Expense","C","No","Yes",,"640","D",
"641","Indemnizaciones","Indemnizaciones","Expense","C","No","Yes",,"P.G.A.6.A","C",
"6410","Indemnizaciones","Indemnizaciones","Expense","C","No","Yes",,"641","D",
"645A","Retribuciones al personal mediante instrumentos de patrimonio","Retribuciones al personal mediante instrumentos de patrimonio","Expense","C","No","Yes",,"P.G.A.6.A","C",
"6450","Retribuciones al personal liquidados con instrumentos de patrimonio","Retribuciones al personal liquidados con instrumentos de patrimonio","Expense","C","No","Yes",,"645A","D",
"P.G.A.6.B","B) CARGAS SOCIALES","B) CARGAS SOCIALES","Expense","C","No","Yes",,"P.G.A.6","E",
"642","Seguridad Social a cargo de la empresa","Seguridad Social a cargo de la empresa","Expense","C","No","Yes",,"P.G.A.6.B","C",
"6420","Seguridad Social a cargo de la empresa","Seguridad Social a cargo de la empresa","Expense","C","No","Yes",,"642","D",
"643","Retribuciones a largo plazo mediante sistemas de aportación definida","Retribuciones a largo plazo mediante sistemas de aportación definida","Expense","C","No","Yes",,"P.G.A.6.B","C",
"6430","Retribuciones a largo plazo mediante sistemas de aportación definida","Retribuciones a largo plazo mediante sistemas de aportación definida","Expense","C","No","Yes",,"643","D",
"649","Otros gastos sociales","Otros gastos sociales","Expense","C","No","Yes",,"P.G.A.6.B","C",
"6490","Otros gastos sociales","Otros gastos sociales","Expense","C","No","Yes",,"649","D",
"P.G.A.6.C","C) PROVISIONES","C) PROVISIONES","Expense","C","No","Yes",,"P.G.A.6","E",
"644","Retribuciones a largo plazo mediante sistemas de prestación definida","Retribuciones a largo plazo mediante sistemas de prestación definida","Expense","C","No","Yes",,"P.G.A.6.C","C",
"6440","Contribuciones anuales","Contribuciones anuales","Expense","C","No","Yes",,"644","D",
"6442","Otros costes","Otros costes","Expense","C","No","Yes",,"644","D",
"645B","Retribuciones al personal mediante instrumentos de patrimonio","Retribuciones al personal mediante instrumentos de patrimonio","Expense","C","No","Yes",,"P.G.A.6.C","C",
"6457","Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Retribuciones al personal liquidados en efectivo basado en instrumentos de patrimonio","Expense","C","No","Yes",,"645B","D",
